_id,No.,Type,Line,Station_Code,Station_Name,Passenger_Arrival,Passenger_Departure,Date
6412,6412,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6325,6273,2024-03-12T00:00:00
6413,6413,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6145,6620,2024-03-12T00:00:00
6414,6414,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,12259,12955,2024-03-12T00:00:00
6415,6415,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3612,3740,2024-03-12T00:00:00
6416,6416,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,13931,14329,2024-03-12T00:00:00
6417,6417,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,12702,11507,2024-03-13T00:00:00
6418,6418,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10209,10058,2024-03-13T00:00:00
6419,6419,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3928,3789,2024-03-13T00:00:00
6420,6420,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6361,6169,2024-03-13T00:00:00
6421,6421,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6317,6775,2024-03-13T00:00:00
6422,6422,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,12312,12853,2024-03-13T00:00:00
6423,6423,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3636,3661,2024-03-13T00:00:00
6424,6424,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,13753,14406,2024-03-13T00:00:00
6425,6425,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,13679,11348,2024-03-14T00:00:00
6426,6426,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10376,10102,2024-03-14T00:00:00
6427,6427,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3771,3701,2024-03-14T00:00:00
6428,6428,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6258,6212,2024-03-14T00:00:00
6429,6429,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6362,6901,2024-03-14T00:00:00
6430,6430,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,12086,13003,2024-03-14T00:00:00
6431,6431,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3732,3914,2024-03-14T00:00:00
6432,6432,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,13906,14989,2024-03-14T00:00:00
6433,6433,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,14447,11888,2024-03-15T00:00:00
6434,6434,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10659,10749,2024-03-15T00:00:00
6435,6435,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3766,3532,2024-03-15T00:00:00
6436,6436,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6355,6222,2024-03-15T00:00:00
6437,6437,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6491,7022,2024-03-15T00:00:00
6438,6438,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,12470,13544,2024-03-15T00:00:00
6439,6439,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3767,3972,2024-03-15T00:00:00
6440,6440,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,14436,15462,2024-03-15T00:00:00
6441,6441,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,12876,10507,2024-03-16T00:00:00
6442,6442,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,7771,7798,2024-03-16T00:00:00
6443,6443,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1845,1889,2024-03-16T00:00:00
6444,6444,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,4279,4189,2024-03-16T00:00:00
6445,6445,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,4464,4804,2024-03-16T00:00:00
6446,6446,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,8356,9020,2024-03-16T00:00:00
6447,6447,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3071,3329,2024-03-16T00:00:00
6448,6448,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,10470,11596,2024-03-16T00:00:00
6449,6449,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,12208,10623,2024-03-17T00:00:00
6450,6450,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,7000,7007,2024-03-17T00:00:00
6451,6451,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1586,1592,2024-03-17T00:00:00
6452,6452,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3537,3693,2024-03-17T00:00:00
6453,6453,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,3813,4343,2024-03-17T00:00:00
6454,6454,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,7634,8206,2024-03-17T00:00:00
6455,6455,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,2994,2862,2024-03-17T00:00:00
6456,6456,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,9433,9879,2024-03-17T00:00:00
6457,6457,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,13082,12048,2024-03-18T00:00:00
6458,6458,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10553,10266,2024-03-18T00:00:00
6459,6459,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3834,3684,2024-03-18T00:00:00
6460,6460,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6370,6168,2024-03-18T00:00:00
6461,6461,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6422,7029,2024-03-18T00:00:00
6462,6462,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,12217,13009,2024-03-18T00:00:00
6463,6463,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3778,3820,2024-03-18T00:00:00
6464,6464,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,14226,14458,2024-03-18T00:00:00
6465,6465,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,12807,11409,2024-03-19T00:00:00
6466,6466,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10399,10042,2024-03-19T00:00:00
6467,6467,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3745,3657,2024-03-19T00:00:00
6468,6468,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6299,6161,2024-03-19T00:00:00
6469,6469,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6401,6733,2024-03-19T00:00:00
6470,6470,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,12123,13156,2024-03-19T00:00:00
6471,6471,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3759,4023,2024-03-19T00:00:00
6472,6472,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,13953,14305,2024-03-19T00:00:00
6473,6473,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,13170,11256,2024-03-20T00:00:00
6474,6474,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10019,10066,2024-03-20T00:00:00
6475,6475,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3840,3756,2024-03-20T00:00:00
6476,6476,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6350,5947,2024-03-20T00:00:00
6477,6477,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6720,6744,2024-03-20T00:00:00
6478,6478,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,12439,13377,2024-03-20T00:00:00
